mainstat,sex,marstat,national_summary_x1,national_summary_x3,national_summary,hatlevel,hatfield,ageclass,familytype_summary,region
9,1,1,,1,1,999,9999,3,2,2
5,2,1,,1,1,400,200,12,9,1
7,2,1,,1,1,100,9999,12,2,2
5,1,1,,1,1,100,9999,12,2,2
1,1,1,,1,1,400,440,5,2,2
4,1,2,,1,1,500,800,13,1,2
1,2,2,,1,1,500,300,12,1,2
2,1,2,,6,6,200,9999,9,1,2
1,2,2,,3,3,600,0,9,1,2
1,2,2,,1,1,200,9999,12,2,2
1,1,2,,1,1,200,9999,12,2,2
1,1,1,,1,1,400,600,5,2,2
3,2,1,,1,1,400,600,6,2,2
1,2,1,,1,1,400,700,5,2,2
1,1,1,,1,1,400,600,5,2,2
9,2,1,,1,1,999,9999,3,2,2
4,2,2,,1,1,800,100,14,1,2
4,1,2,,1,1,304,0,15,1,2
4,1,2,,1,1,100,9999,16,1,1
4,2,2,,1,1,600,0,16,1,1
7,2,2,,1,1,100,9999,16,1,2
4,1,2,,1,1,100,9999,16,1,2
1,1,2,,1,1,200,9999,8,2,2
1,2,2,,1,1,600,,8,2,2
9,1,1,,1,1,999,9999,1,2,2
7,2,3,,1,1,100,9999,16,3,1
1,1,1,,1,1,400,600,10,3,1
2,1,2,,1,1,304,0,12,2,2
2,2,2,,1,1,304,0,12,2,2
3,1,1,,1,1,100,9999,4,2,2
1,2,1,,1,1,700,700,8,9,2
1,2,2,,1,1,500,300,14,1,2
4,1,2,,1,1,304,0,15,1,2
4,2,3,,1,1,200,9999,14,9,2
7,2,2,,1,1,400,,9,2,2
1,1,2,,1,1,304,0,10,2,2
9,1,1,,1,1,999,9999,3,2,2
9,1,1,,1,1,999,9999,3,2,2
9,1,1,,1,1,999,9999,3,2,2
1,1,2,,1,1,500,300,11,2,2
1,2,2,,1,1,600,300,10,2,2
3,1,1,,1,1,304,0,5,2,2
3,2,1,,1,1,304,0,5,2,2
3,1,1,,1,1,200,9999,4,2,2
9,1,1,,1,1,999,9999,3,2,2
2,1,1,,1,1,100,9999,10,9,1
4,1,2,,1,1,100,9999,14,1,2
1,2,2,,1,1,400,300,13,1,2
7,2,2,,1,1,200,9999,11,1,2
1,1,2,,1,1,200,9999,12,1,2
7,2,4,,1,1,500,200,9,3,2
9,1,1,,1,1,999,9999,3,3,2
4,1,4,,1,1,304,0,17,9,2
1,2,1,,1,1,304,0,11,9,2
4,2,2,,1,1,304,0,16,1,2
4,1,2,,1,1,304,0,17,1,2
4,2,3,,1,1,200,9999,16,9,2
1,2,2,,1,1,304,0,13,1,2
4,1,2,,1,1,304,0,13,1,2
1,2,1,,1,1,600,300,7,9,2
7,2,2,,1,1,500,300,9,2,1
1,1,2,,1,1,600,300,9,2,1
3,2,1,,1,1,100,9999,4,2,1
9,2,1,,1,1,999,9999,3,2,1
9,1,1,,1,1,999,9999,3,2,1
9,2,1,,1,1,999,9999,3,2,1
9,2,1,,1,1,999,9999,3,2,1
7,2,2,,1,1,200,9999,12,1,2
1,1,2,,1,1,200,9999,13,1,2
1,2,1,,1,1,600,200,10,1,2
1,1,1,,1,1,500,300,9,1,2
7,2,3,,1,1,100,9999,16,9,1
5,1,4,,1,1,100,9999,11,9,2
9,1,1,,1,1,999,9999,1,9,2
1,2,2,,1,1,200,9999,10,2,2
1,1,2,,1,1,,9999,10,2,2
3,2,1,,1,1,304,0,5,2,2
3,2,1,,1,1,200,9999,4,2,2
1,1,2,,1,1,600,420,7,2,2
1,2,2,,1,1,700,300,7,2,2
9,1,1,,1,1,999,9999,1,2,2
4,1,1,,1,1,100,9999,16,9,2
1,1,2,,1,1,304,0,8,2,2
1,2,2,,1,1,600,300,8,2,2
9,2,1,,1,1,999,9999,2,2,2
1,1,1,,1,1,200,9999,8,3,2
9,1,1,,1,1,999,9999,1,3,2
4,1,2,,1,1,200,9999,15,1,2
4,2,2,,1,1,304,0,15,1,2
4,1,2,,1,1,500,500,17,1,2
4,2,2,,2,2,304,0,16,1,2
7,2,3,,1,1,400,300,15,9,2
5,1,4,,1,1,100,9999,13,2,2
5,2,1,,1,1,100,9999,12,2,2
3,1,1,,1,1,304,0,6,2,2
4,2,2,,1,1,800,200,14,1,2
4,1,2,,3,3,600,100,14,1,2
4,1,2,,1,1,304,0,17,1,2
4,2,2,,1,1,600,100,17,1,2
4,1,3,,1,1,100,9999,15,3,2
1,1,1,,1,1,600,500,7,3,2
3,1,1,,6,6,600,481,6,9,2
3,2,1,,6,6,600,420,5,9,2
3,1,1,,3,3,300,0,5,9,2
1,2,1,,6,6,,9999,7,9,2
1,2,1,,2,2,500,800,6,9,2
1,2,2,,1,1,304,0,8,2,2
1,1,2,,1,1,304,0,9,2,2
9,1,1,,1,1,999,9999,2,2,2
9,1,1,,1,1,999,9999,1,2,2
1,1,2,,1,1,700,100,10,2,1
1,2,2,,1,1,500,300,11,2,1
3,2,1,,1,1,100,9999,4,2,1
1,1,1,,3,3,300,0,12,1,2
1,2,1,,3,3,200,9999,10,1,2
7,2,2,,1,1,200,9999,13,1,2
4,1,2,,1,1,600,100,13,1,2
1,2,1,,1,1,400,300,7,3,2
9,1,1,,1,1,999,9999,2,3,2
1,2,2,,1,1,304,0,13,1,1
1,1,2,,1,1,200,9999,12,1,1
1,2,2,,1,1,100,9999,12,1,2
1,1,2,,1,1,100,9999,12,1,2
7,1,4,,1,1,200,9999,11,3,2
9,2,1,,1,1,999,9999,3,3,2
9,2,1,,1,1,999,9999,3,3,2
2,1,1,,1,1,200,9999,9,9,1
1,2,2,,1,1,700,500,9,2,2
1,1,2,,1,1,600,500,8,2,2
9,1,1,,1,1,999,9999,2,2,2
9,2,1,,1,1,999,9999,1,2,2
7,2,2,,1,1,200,9999,12,2,2
1,1,2,,1,1,304,0,13,2,2
1,1,1,,1,1,600,,6,2,2
4,1,3,,6,6,300,0,18,9,2
4,1,3,,1,1,100,9999,17,9,2
1,1,2,,1,1,800,100,12,2,2
4,2,2,,1,1,700,300,12,2,2
3,2,1,,1,1,200,9999,4,2,2
3,1,1,,1,1,200,9999,4,2,2
3,1,1,,1,1,200,9999,4,2,2
1,2,2,,1,1,400,,9,2,2
1,1,2,,1,1,400,,9,2,2
3,2,1,,1,1,200,9999,4,2,2
3,2,1,,1,1,200,9999,4,2,2
7,2,2,,1,1,400,300,9,2,2
1,1,2,,1,1,500,700,10,2,2
9,2,1,,1,1,999,9999,2,2,2
9,2,1,,1,1,999,9999,2,2,2
9,1,1,,1,1,999,9999,1,2,2
1,1,1,,1,1,100,9999,9,9,2
7,2,1,,1,1,304,0,7,3,2
9,1,1,,1,1,999,9999,3,3,2
9,2,1,,1,1,999,9999,2,3,2
9,1,1,,1,1,999,9999,1,3,2
1,2,1,,1,1,200,9999,11,3,2
3,2,1,,1,1,200,9999,4,3,2
7,2,3,,1,1,100,9999,18,3,2
1,1,1,,1,1,100,9999,10,3,2
1,1,2,,1,1,500,300,10,2,2
1,2,2,,1,1,500,700,11,2,2
1,2,1,,1,1,500,800,5,2,2
1,2,1,,1,1,400,800,5,2,2
3,1,1,,1,1,200,9999,4,2,2
1,2,1,,1,1,600,300,13,9,1
1,2,2,,1,1,700,100,10,2,1
1,1,2,,1,1,600,300,10,2,1
9,1,1,,1,1,999,9999,3,2,1
9,2,1,,1,1,999,9999,2,2,1
5,1,2,,2,2,100,9999,13,1,2
7,2,2,,1,1,200,9999,12,1,2
1,2,1,,1,1,100,9999,8,3,1
3,2,1,,1,1,200,9999,4,3,1
9,2,1,,1,1,999,9999,1,3,1
1,1,2,,1,1,600,300,11,2,2
7,2,2,,6,6,600,300,10,2,2
,2,1,,1,1,304,0,4,2,2
4,1,2,,1,1,300,0,14,1,2
4,2,2,,1,1,600,700,14,1,2
4,2,2,,1,1,200,9999,15,1,2
4,1,2,,1,1,100,9999,15,1,2
1,2,2,,1,1,600,300,15,1,1
4,1,2,,1,1,304,0,16,1,1
1,2,1,,1,1,600,800,11,9,1
1,2,2,,1,1,304,0,8,2,2
1,1,2,,1,1,,9999,8,2,2
9,2,1,,1,1,999,9999,1,2,2
1,1,2,,1,1,700,500,11,2,1
7,2,2,,1,1,0,9999,11,2,1
1,2,1,,1,1,600,500,5,2,1
9,1,1,,1,1,999,9999,3,2,1
2,2,1,,1,1,500,200,8,3,2
9,1,1,,1,1,999,9999,2,3,2
1,1,2,,4,4,300,0,8,2,2
7,2,2,,4,4,300,0,7,2,2
9,2,1,,4,4,999,9999,3,2,2
9,2,1,,1,1,999,9999,2,2,2
9,1,1,,1,1,999,9999,2,2,2
9,2,1,,1,1,999,9999,1,2,2
1,2,1,,1,1,600,300,8,9,2
1,2,1,,1,1,600,300,7,9,2
4,1,4,,1,1,100,9999,15,1,2
7,2,3,,1,1,100,9999,15,1,2
1,2,2,,4,4,400,500,13,1,2
5,1,2,,4,4,300,0,13,1,2
4,1,2,,1,1,304,0,15,1,2
7,2,2,,1,1,304,0,15,1,2
2,1,1,,1,1,200,9999,10,9,1
7,2,2,,1,1,304,0,12,1,2
1,1,2,,1,1,200,9999,13,1,2
1,2,1,,1,1,700,700,6,3,2
9,1,1,,1,1,999,9999,1,3,2
5,2,4,,2,2,200,9999,13,2,2
4,1,4,,1,1,400,500,17,2,2
2,1,1,,2,2,200,9999,5,2,2
1,1,1,,1,1,400,600,10,9,2
3,1,1,,5,5,700,300,9,9,2
4,2,3,,1,1,200,9999,14,9,2
1,2,2,,1,1,500,700,13,1,1
5,1,2,,1,1,200,9999,13,1,1
1,2,1,,1,1,500,,8,1,2
1,1,1,,1,1,600,,8,1,2
1,1,2,,1,1,500,300,10,2,2
1,2,2,,1,1,600,500,10,2,2
9,1,1,,1,1,999,9999,3,2,2
9,1,1,,1,1,999,9999,2,2,2
9,2,1,,1,1,999,9999,2,2,2
1,2,3,,1,1,100,9999,13,1,2
5,1,4,,1,1,,9999,13,1,2
4,1,2,,1,1,100,9999,15,1,2
7,2,2,,1,1,100,9999,16,1,2
1,2,1,,1,1,304,0,5,2,2
1,2,2,,1,1,304,0,10,2,2
1,1,2,,1,1,200,9999,11,2,2
3,2,1,,1,1,200,9999,4,2,2
9,2,1,,1,1,999,9999,3,2,2
4,2,3,,1,1,100,9999,18,9,2
5,1,1,,1,1,200,9999,11,9,1
7,2,4,,1,1,200,9999,10,3,2
9,1,1,,1,1,999,9999,1,3,2
9,1,1,,1,1,999,9999,1,3,2
1,1,4,,4,4,,9999,9,3,1
9,1,1,,1,1,999,9999,3,3,1
9,1,1,,1,1,999,9999,2,3,1
1,1,2,,1,1,200,9999,12,1,2
1,2,2,,1,1,200,9999,11,1,2
5,2,1,,1,1,400,482,12,9,2
1,2,2,,1,1,600,100,9,2,2
1,1,2,,1,1,304,0,9,2,2
9,1,1,,1,1,999,9999,3,2,2
9,2,1,,1,1,999,9999,2,2,2
9,2,1,,1,1,999,9999,1,2,2
1,1,2,,1,1,600,300,8,2,2
1,2,2,,1,1,700,0,8,2,2
9,2,1,,1,1,999,9999,1,2,2
9,1,1,,1,1,999,9999,1,2,2
7,2,2,,1,1,400,300,9,2,1
1,1,2,,1,1,200,9999,10,2,1
3,2,1,,1,1,200,9999,4,2,1
9,2,1,,1,1,999,9999,3,2,1
9,2,1,,1,1,999,9999,3,2,1
9,2,1,,1,1,999,9999,2,2,1
9,2,1,,1,1,999,9999,2,2,1
9,2,1,,1,1,999,9999,1,2,1
4,1,3,,1,1,304,0,16,9,2
1,1,2,,1,1,600,,10,2,2
1,2,2,,1,1,600,,10,2,2
9,1,1,,1,1,999,9999,3,2,2
9,2,1,,1,1,999,9999,3,2,2
9,2,1,,1,1,999,9999,2,2,2
7,2,1,,1,1,200,9999,7,3,2
3,1,1,,1,1,100,9999,4,3,2
9,2,1,,1,1,999,9999,2,3,2
1,1,2,,1,1,400,0,9,2,2
7,2,2,,1,1,304,0,7,2,2
9,1,1,,1,1,999,9999,2,2,2
9,2,1,,1,1,999,9999,2,2,2
9,1,1,,1,1,999,9999,1,2,2
1,2,2,,4,4,600,300,8,2,2
1,1,2,,1,1,700,500,9,2,2
9,1,1,,1,1,999,9999,3,2,2
9,2,1,,1,1,999,9999,2,2,2
9,1,1,,1,1,999,9999,1,2,2
9,1,1,,1,1,999,9999,1,2,2
1,2,2,,1,1,500,300,10,2,2
1,1,2,,1,1,600,,10,2,2
3,2,1,,1,1,100,9999,4,2,2
9,2,1,,1,1,999,9999,3,2,2
9,2,1,,1,1,999,9999,3,2,2
1,1,2,,1,1,304,0,8,2,2
7,2,2,,1,1,304,0,8,2,2
9,1,1,,1,1,999,9999,2,2,2
9,1,1,,1,1,999,9999,1,2,2
1,2,2,,1,1,500,300,12,2,2
1,1,2,,1,1,304,0,11,2,2
1,1,1,,1,1,304,0,5,2,2
1,2,1,,1,1,400,,5,2,2
1,2,2,,1,1,600,200,9,2,1
1,1,2,,1,1,304,0,10,2,1
9,1,1,,1,1,999,9999,2,2,1
9,2,1,,1,1,999,9999,2,2,1
9,2,1,,1,1,999,9999,1,2,1
7,2,2,,1,1,100,9999,14,1,1
1,1,2,,1,1,100,9999,15,1,1
1,1,4,,1,1,400,800,8,9,1
1,1,1,,1,1,200,9999,11,3,2
3,1,1,,1,1,100,9999,4,3,2
1,2,2,,1,1,400,700,8,2,1
1,1,2,,1,1,500,700,8,2,1
9,1,1,,1,1,999,9999,3,2,1
9,2,1,,1,1,999,9999,2,2,1
2,1,1,,1,1,304,0,9,9,1
1,2,1,,1,1,304,0,10,3,1
7,2,3,,1,1,100,9999,16,3,1
1,1,2,,1,1,304,0,9,2,1
1,2,2,,1,1,304,0,7,2,1
9,2,1,,1,1,999,9999,2,2,1
9,2,1,,1,1,999,9999,1,2,1
1,1,2,,1,1,700,300,9,2,2
1,2,2,,1,1,600,,10,2,2
9,1,1,,1,1,999,9999,3,2,2
9,2,1,,1,1,999,9999,2,2,2
7,2,1,,1,1,400,482,7,2,2
2,1,1,,1,1,400,300,7,2,2
9,1,1,,1,1,999,9999,2,2,2
9,2,1,,1,1,999,9999,1,2,2
1,1,1,,1,1,304,0,10,9,2
1,1,1,,1,1,700,100,6,9,2
1,1,2,,1,1,100,9999,9,2,2
7,2,2,,1,1,400,700,10,2,2
3,2,1,,1,1,400,300,5,2,2
3,2,1,,1,1,200,9999,4,2,2
1,2,2,,1,1,400,300,8,2,1
1,1,2,,1,1,304,0,8,2,1
3,1,1,,1,1,100,9999,4,2,1
9,2,1,,1,1,999,9999,3,2,1
1,2,2,,1,1,700,200,14,1,2
1,1,2,,1,1,600,700,14,1,2
1,2,2,,1,1,400,300,12,2,1
1,1,2,,1,1,100,9999,14,2,1
3,2,1,,1,1,304,0,4,2,1
7,2,4,,1,1,400,300,10,3,2
3,1,1,,1,1,200,9999,4,3,2
9,1,1,,1,1,999,9999,3,3,2
7,2,3,,1,1,304,0,13,9,2
1,1,1,,1,1,400,500,9,1,2
1,2,1,,1,1,600,482,8,1,2
1,1,4,,1,1,100,9999,11,9,1
1,2,2,,1,1,600,700,9,2,1
1,1,2,,1,1,304,0,9,2,1
9,2,1,,1,1,999,9999,3,2,1
9,1,1,,1,1,999,9999,2,2,1
9,1,1,,1,1,999,9999,1,2,1
1,2,2,,1,1,100,9999,7,2,2
2,1,2,,1,1,304,0,7,2,2
9,2,1,,1,1,999,9999,3,2,2
9,2,1,,1,1,999,9999,3,2,2
9,1,1,,1,1,999,9999,1,2,2
1,2,4,,1,1,500,100,11,9,2
1,1,2,,1,1,500,800,13,2,2
1,2,2,,1,1,600,300,12,2,2
1,1,1,,1,1,400,200,6,2,2
3,1,1,,1,1,200,9999,4,2,2
4,1,1,,1,1,100,9999,16,9,1
7,2,1,,1,1,0,9999,17,9,1
7,2,2,,1,1,304,0,17,1,1
4,1,2,,1,1,100,9999,17,1,1
1,2,1,,1,1,304,0,10,9,2
4,1,2,,1,1,304,0,17,1,2
7,2,2,,1,1,200,9999,15,1,2
7,2,3,,1,1,700,700,17,9,2
4,1,2,,1,1,100,9999,18,1,2
7,2,2,,1,1,100,9999,15,1,2
1,1,4,,1,1,304,0,13,9,2
7,2,2,,1,1,100,9999,15,1,2
4,1,2,,1,1,100,9999,15,1,2
1,2,1,,1,1,700,300,8,2,1
1,1,1,,1,1,400,500,8,2,1
9,1,1,,1,1,999,9999,1,2,1
7,2,3,,1,1,100,9999,18,9,2
1,2,2,,1,1,600,300,9,2,2
1,1,2,,1,1,600,300,9,2,2
9,1,1,,1,1,999,9999,2,2,2
9,1,1,,1,1,999,9999,1,2,2
9,2,1,,1,1,999,9999,1,2,2
2,2,1,,1,1,100,9999,6,3,2
9,2,1,,1,1,999,9999,2,3,2
1,2,1,,1,1,304,0,9,9,2
1,2,1,,1,1,700,700,8,3,2
9,1,1,,1,1,999,9999,2,3,2
9,1,1,,1,1,999,9999,2,3,2
9,1,1,,1,1,999,9999,1,3,2
9,2,1,,1,1,999,9999,1,3,2
9,2,1,,1,1,999,9999,1,3,2
1,1,1,,1,1,400,,6,9,2
1,1,1,,1,1,304,0,5,9,2
1,2,1,,1,1,304,0,5,9,2
1,2,1,,1,1,,9999,5,9,2
1,1,2,,1,1,500,482,11,2,2
1,2,2,,1,1,500,700,11,2,2
3,2,1,,1,1,304,0,5,2,2
3,1,1,,1,1,200,9999,4,2,2
9,2,1,,1,1,999,9999,3,2,2
1,1,1,,3,3,600,300,7,1,2
1,2,1,,3,3,700,800,7,1,2
1,1,1,,3,3,700,300,7,1,2
1,2,1,,3,3,700,300,6,1,2
5,2,4,,1,1,100,9999,13,9,2
4,2,3,,1,1,500,700,15,3,1
1,1,1,,1,1,304,0,10,3,1
1,1,1,,1,1,500,800,5,9,2
1,1,1,,1,1,500,800,6,9,2
1,1,1,,1,1,304,0,8,9,2
1,2,1,,1,1,600,700,6,9,2
1,2,1,,1,1,600,300,10,9,2
4,2,3,,1,1,304,0,18,9,2
4,1,2,,1,1,304,0,15,1,2
4,2,2,,1,1,500,700,15,1,2
1,2,2,,1,1,304,0,10,2,2
1,1,2,,1,1,500,,10,2,2
3,2,1,,1,1,200,9999,4,2,2
3,1,1,,1,1,200,9999,4,2,2
9,2,1,,1,1,999,9999,3,2,2
4,1,3,,1,1,500,300,15,9,2
1,2,2,,1,1,304,0,10,2,2
1,1,2,,1,1,304,0,11,2,2
3,1,1,,1,1,304,0,5,2,2
3,2,1,,1,1,200,9999,4,2,2
9,1,1,,1,1,999,9999,3,2,2
3,1,1,,6,6,304,0,6,9,2
1,1,1,,6,6,600,900,6,9,2
2,1,1,,1,1,600,900,7,9,2
5,1,1,,1,1,400,500,11,9,2
4,1,2,,1,1,304,0,18,1,2
4,2,2,,1,1,304,0,18,1,2
1,1,2,,1,1,500,500,12,2,2
1,2,2,,1,1,400,100,11,2,2
3,1,1,,1,1,304,0,5,2,2
3,1,1,,1,1,304,0,4,2,2
3,1,1,,1,1,200,9999,4,2,2
7,2,2,,1,1,200,9999,17,1,2
4,1,2,,1,1,100,9999,16,1,2
1,1,2,,1,1,304,0,9,2,2
1,2,2,,1,1,304,0,9,2,2
9,2,1,,1,1,999,9999,2,2,2
9,1,1,,1,1,999,9999,1,2,2
2,2,1,,1,1,100,9999,13,9,2
3,2,1,,1,1,304,0,4,2,2
1,1,1,,1,1,304,0,5,2,2
7,2,2,,1,1,400,300,11,2,2
1,1,2,,1,1,600,300,11,2,2
7,2,1,,1,1,200,9999,8,3,2
3,1,1,,1,1,300,0,4,3,2
9,2,1,,1,1,999,9999,1,3,2
7,2,2,,1,1,304,0,12,1,2
1,1,2,,1,1,500,,12,1,2
1,1,1,,1,1,,9999,10,9,2
4,1,2,,1,1,200,9999,14,1,2
7,2,2,,1,1,200,9999,14,1,2
1,1,2,,1,1,400,800,9,2,2
1,2,2,,1,1,304,0,10,2,2
3,2,1,,1,1,100,9999,4,2,2
9,1,1,,1,1,999,9999,3,2,2
4,2,3,,1,1,304,0,15,9,2
1,2,2,,1,1,304,0,10,2,2
1,1,2,,1,1,600,300,10,2,2
9,2,1,,1,1,999,9999,2,2,2
9,2,1,,1,1,999,9999,2,2,2
4,1,2,,1,1,100,9999,16,1,1
7,2,2,,1,1,100,9999,15,1,1
1,2,2,,3,3,600,222,10,2,2
1,1,2,,1,1,200,9999,10,2,2
3,2,1,,1,1,200,9999,4,2,2
9,2,1,,1,1,999,9999,3,2,2
4,1,2,,1,1,304,0,17,1,2
4,2,2,,1,1,304,0,18,1,2
1,2,2,,1,1,500,300,9,2,2
1,1,2,,1,1,500,500,9,2,2
9,1,1,,1,1,999,9999,3,2,2
9,1,1,,1,1,999,9999,2,2,2
1,2,4,,1,1,400,482,10,9,1
1,2,2,,1,1,304,0,9,2,2
1,1,2,,1,1,700,800,10,2,2
3,2,1,,1,1,200,9999,4,2,2
9,1,1,,1,1,999,9999,3,2,2
9,2,1,,1,1,999,9999,2,2,2
1,2,2,,1,1,304,0,12,1,2
4,1,2,,1,1,304,0,12,1,2
1,1,4,,1,1,200,9999,11,9,1
4,2,3,,1,1,100,9999,15,9,2
2,1,1,,1,1,400,500,10,9,2
1,1,1,,1,1,700,,8,9,2
5,2,1,,1,1,400,700,10,9,1
1,1,1,,1,1,600,300,10,9,2
1,1,2,,1,1,600,222,13,2,2
7,2,2,,1,1,500,300,12,2,2
3,2,1,,1,1,200,9999,4,2,2
3,1,1,,1,1,304,0,5,2,2
1,2,2,,1,1,304,0,11,1,2
1,1,2,,1,1,200,9999,12,1,2
7,2,4,,1,1,100,9999,6,3,1
9,1,1,,1,1,999,9999,2,3,1
9,1,1,,1,1,999,9999,1,3,1
9,2,1,,1,1,999,9999,1,3,1
1,2,1,,1,1,700,300,11,3,1
5,1,1,,1,1,304,0,8,2,1
7,2,1,,1,1,200,9999,8,2,1
2,2,1,,1,1,304,0,5,2,1
2,2,1,,1,1,400,800,4,2,1
9,1,1,,1,1,999,9999,3,2,1
9,2,1,,1,1,999,9999,3,2,1
4,1,2,,1,1,100,9999,15,1,2
7,2,2,,1,1,100,9999,15,1,2
1,1,2,,1,1,700,,10,2,2
3,2,2,,1,1,500,700,10,2,2
3,1,1,,1,1,200,9999,4,2,2
9,1,1,,1,1,999,9999,3,2,2
9,1,1,,1,1,999,9999,2,2,2
7,1,1,,1,1,200,9999,8,9,2
7,2,1,,1,1,200,9999,9,3,2
9,2,1,,1,1,999,9999,3,3,2
9,2,1,,1,1,999,9999,2,3,2
9,1,1,,1,1,999,9999,2,3,2
1,1,1,,1,1,200,9999,11,9,2
4,1,2,,1,1,500,700,12,1,2
4,2,2,,1,1,700,100,13,1,2
1,2,2,,1,1,600,440,8,2,2
1,1,2,,1,1,700,300,9,2,2
9,2,1,,1,1,999,9999,2,2,2
9,2,1,,1,1,999,9999,1,2,2
1,1,3,,1,1,100,9999,15,9,1
4,2,1,,1,1,500,700,15,9,2
1,1,1,,3,3,304,0,5,9,2
1,2,2,,6,6,600,500,6,1,2
1,1,2,,3,3,600,481,6,1,2
4,2,4,,1,1,400,300,13,9,2
1,1,2,,1,1,600,800,13,2,2
1,2,2,,1,1,304,0,13,2,2
5,1,1,,1,1,200,9999,6,2,2
4,1,2,,1,1,600,440,13,1,2
7,2,2,,1,1,200,9999,13,1,2
4,2,3,,1,1,0,9999,18,9,2
1,1,2,,1,1,304,0,10,2,2
1,2,2,,1,1,500,300,10,2,2
3,2,1,,1,1,200,9999,4,2,2
3,1,1,,1,1,200,9999,4,2,2
5,1,1,,1,1,100,9999,15,9,1
4,1,2,,1,1,200,9999,14,1,2
4,2,2,,1,1,304,0,12,1,2
1,2,2,,1,1,100,9999,13,1,1
4,1,2,,1,1,304,0,13,1,1
4,1,2,,1,1,100,9999,14,2,2
4,2,2,,1,1,100,9999,13,2,2
2,1,1,,1,1,400,,9,2,2
4,1,2,,1,1,304,0,16,1,1
7,2,2,,1,1,200,9999,15,1,1
2,2,4,,1,1,500,800,11,9,2
1,1,2,,1,1,500,500,9,2,2
2,2,2,,1,1,500,800,8,2,2
9,1,1,,1,1,999,9999,2,2,2
9,1,1,,1,1,999,9999,2,2,2
9,2,1,,1,1,999,9999,1,2,2
7,2,2,,1,1,200,9999,8,2,2
2,1,2,,1,1,200,9999,8,2,2
9,1,1,,1,1,999,9999,1,2,2
7,2,2,,4,4,400,800,7,2,1
1,1,2,,4,4,400,800,7,2,1
9,1,1,,4,4,999,9999,2,2,1
9,1,1,,1,1,999,9999,2,2,1
1,2,1,,1,1,400,700,5,3,2
9,1,1,,1,1,999,9999,1,3,2
1,2,2,,1,1,500,,8,2,1
1,1,2,,5,5,304,0,9,2,1
9,1,1,,1,1,999,9999,3,2,1
9,1,1,,1,1,999,9999,2,2,1
9,1,1,,1,1,999,9999,1,2,1
9,1,1,,1,1,999,9999,1,2,1
1,2,2,,1,1,600,100,10,2,2
1,1,2,,1,1,700,300,10,2,2
9,2,1,,1,1,999,9999,2,2,2
1,1,4,,1,1,500,300,11,3,2
3,1,1,,1,1,200,9999,4,3,2
7,2,3,,1,1,100,9999,18,9,2
1,1,1,,1,1,200,9999,11,9,2
1,1,1,,1,1,200,9999,10,9,2
1,1,2,,1,1,600,300,9,2,2
1,2,2,,2,2,500,700,9,2,2
9,1,1,,1,1,999,9999,3,2,2
9,2,1,,1,1,999,9999,3,2,2
2,1,2,,1,1,500,,8,2,1
7,2,2,,1,1,200,9999,8,2,1
9,1,1,,1,1,999,9999,2,2,1
9,1,1,,1,1,999,9999,2,2,1
1,2,2,,1,1,304,0,10,2,2
1,1,2,,1,1,304,0,10,2,2
3,1,1,,1,1,304,0,4,2,2
9,1,1,,1,1,999,9999,2,2,2
1,2,1,,1,1,500,300,7,2,2
1,2,2,,1,1,304,0,13,2,2
4,1,2,,1,1,304,0,13,2,2
7,2,2,,1,1,200,9999,11,2,2
1,1,2,,1,1,304,0,11,2,2
1,1,1,,1,1,600,800,5,2,2
3,2,1,,1,1,304,0,4,2,2
9,1,1,,1,1,999,9999,3,2,2
1,2,1,,1,1,200,9999,9,1,1
5,1,1,,1,1,100,9999,8,1,1
1,1,4,,1,1,200,9999,12,9,2
7,2,2,,1,1,100,9999,14,1,1
4,1,2,,1,1,,9999,16,1,1
1,1,2,,1,1,500,300,9,2,2
1,2,2,,1,1,600,700,9,2,2
3,2,1,,1,1,200,9999,4,2,2
9,2,1,,1,1,999,9999,3,2,2
9,2,1,,1,1,999,9999,2,2,2
4,1,3,,1,1,100,9999,17,9,2
1,2,2,,1,1,200,9999,9,2,2
1,1,2,,1,1,200,9999,8,2,2
3,1,1,,1,1,200,9999,4,2,2
9,2,1,,1,1,999,9999,3,2,2
7,2,2,,1,1,600,420,8,2,1
1,1,2,,1,1,400,600,7,2,1
9,1,1,,1,1,999,9999,1,2,1
1,2,4,,1,1,100,9999,13,3,2
1,1,1,,1,1,400,500,7,3,2
1,1,1,,1,1,,9999,6,3,2
1,2,1,,1,1,,9999,6,3,2
1,1,2,,4,4,500,800,8,2,2
1,2,2,,4,4,400,0,7,2,2
9,2,1,,4,4,999,9999,3,2,2
9,1,1,,4,4,999,9999,2,2,2
4,1,3,,1,1,100,9999,17,9,1
4,1,2,,1,1,500,481,14,1,2
1,2,2,,1,1,200,9999,13,1,2
4,2,3,,1,1,100,9999,18,9,2
1,2,2,,1,1,700,500,10,2,2
1,1,2,,1,1,700,420,10,2,2
9,1,1,,1,1,999,9999,3,2,2
9,2,1,,1,1,999,9999,2,2,2
1,2,1,,1,1,400,300,11,9,2
4,1,2,,1,1,100,9999,17,1,2
7,2,2,,1,1,100,9999,17,1,2
5,1,4,,1,1,200,9999,11,9,1
4,2,2,,6,6,304,0,14,9,2
1,2,2,,6,6,700,,8,3,2
9,2,1,,6,6,999,9999,2,3,2
9,1,1,,6,6,999,9999,2,3,2
7,2,2,,1,1,100,9999,11,2,2
2,1,2,,1,1,400,,12,2,2
